affiliation,pmid,lon,lat,Country,Address
"Department Of Orthopedic Surgery, West Virginia University, Morgantown, Wv 26506-9183, Usa.",31877389,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
"Department Of Neurosurgery, West Virginia University, Morgantown, Wv 26506-9183, Usa.",31877389,-79.9574781,39.6534472,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"Department Of Pharmaceutical Systems And Policy, West Virginia University School Of Pharmacy, Morgantown, Wv, Usa.",31875300,-79.9582192,39.655109,United States,"Robert C. Bryd Health Sciences Center, 5706 Health Sciences Ctr S, Morgantown, Wv 26506, Usa"
"Regeneron Pharmaceuticals, Tarrytown, Ny, Usa.",31875300,-73.8263889,41.0767773,United States,"777 Old Saw Mill River Rd, Tarrytown, Ny 10591, Usa"
"Teva Pharmaceutical Industries, Frazer, Pa, Usa.",31875300,-75.5658213,40.0542805,United States,"41 Moores Rd, Malvern, Pa 19355, Usa"
"Pra Health Sciences, Salt Lake City, Ut, Usa.",31875300,-111.8553801,40.6872968,United States,"1255 E 3900 S, Millcreek, Ut 84124, Usa"
"Department Of Pharmaceutical Systems And Policy, West Virginia University School Of Pharmacy, Morgantown, Wv, Usa. Usambamoorthi@Hsc.wvu.edu.",31875300,-79.9582192,39.655109,United States,"Robert C. Bryd Health Sciences Center, 5706 Health Sciences Ctr S, Morgantown, Wv 26506, Usa"
"Stem Cell And Tissue Engineering Laboratory, Department Of Orthopaedics, West Virginia University, Morgantown, Wv, 26506, Usa; Department Of Dermatology, Department Of Cellular And Molecular Medicine, Ucsd Stem Cell Program, University Of California, San Diego, La Jolla, Ca, 92093, Usa.",31864016,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
"Stem Cell And Tissue Engineering Laboratory, Department Of Orthopaedics, West Virginia University, Morgantown, Wv, 26506, Usa; Department Of Biochemistry, West Virginia University, Morgantown, Wv, 26506, Usa.",31864016,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
"Stem Cell And Tissue Engineering Laboratory, Department Of Orthopaedics, West Virginia University, Morgantown, Wv, 26506, Usa; Key Laboratory Of Precision Oncology Of Shandong Higher Education, Institute Of Precision Medicine, Jining Medical University, Jining, Shandong, 272067, China.",31864016,-79.9697147,39.648035900000004,China,"Morgantown, Wv 26506, Usa"
"Department Of Biochemistry &Amp; Molecular Genetics, University Of Colorado Denver, Aurora, Co, 80045, Usa.",31864016,-89.41199399999999,43.0741306,United States,"433 Babcock Dr, Madison, Wi 53706, Usa"
"Orthopaedic Institute, Medical College, Soochow University, Suzhou, 215007, China.",31864016,120.651928,31.303257,China,"50 E Ring Rd, Yuan Qu Hu Xi, Gusu Qu, Suzhou Shi, Jiangsu Sheng, China"
"Stem Cell And Tissue Engineering Laboratory, Department Of Orthopaedics, West Virginia University, Morgantown, Wv, 26506, Usa; Wvu Cancer Institute, Robert C. Byrd Health Sciences Center, West Virginia University, Morgantown, Wv, 26506, Usa. Electronic Address: Mpei@Hsc.wvu.edu.",31864016,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
"Division Of Pediatric Emergency Medicine, Ucsf (University Of California, San Francisco) Benioff Children's Hospitals, San Francisco, California.",31860104,-122.3902697,37.7648549,United States,"1975 4th St, San Francisco, Ca 94158, Usa"
"Department Of Pediatrics, The Abigail Wexner Research Institute At Nationwide Children's Hospital, Columbus, Ohio.",31860104,-82.9794727,39.9531067,United States,"700 Children's Dr, Columbus, Oh 43205, Usa"
"Division Of Emergency Medicine, Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio.",31860104,-84.50153999999999,39.1404753,United States,"3333 Burnet Ave, Cincinnati, Oh 45229, Usa"
"Division Of Emergency Medicine, Nationwide Children's Hospital, The Ohio State University, Columbus.",31860104,-82.9795809,39.9530501,United States,"630 Children's Dr, Columbus, Oh 43205, Usa"
"Cincinnati Children's Hospital Medical Center, University Of Cincinnati College Of Medicine, Cincinnati, Ohio.",31860104,-84.50153999999999,39.1404753,United States,"3333 Burnet Ave, Cincinnati, Oh 45229, Usa"
"University Of Pennsylvania School Of Social Policy And Practice, Philadelphia.",31860104,-75.1975243,39.9525194,United States,"3701 Locust Walk, Philadelphia, Pa 19104, Usa"
"Department Of Behavioral Medicine And Psychiatry, West Virginia University And The Rockefeller Neuroscience Institute, Morgantown.",31860104,-79.9600936,39.6533033,United States,"33 Medical Center Dr, Morgantown, Wv 26505, Usa"
"Department Of Psychiatry And Behavioral Health, The Ohio State University, Columbus.",31860104,-83.0202977,39.9947481,United States,"1670 Upham Dr, Columbus, Oh 43210, Usa"
"Department Of Pharmaceutical Sciences, School Of Pharmacy , Marshall University , Huntington , West Virginia 25755 , United States.",31850745,-82.42923359999999,38.4125727,United States,"1538 Charleston Ave, Huntington, Wv 25701, Usa"
"Department Of Biomedical Sciences, Joan C. Edwards School Of Medicine , Marshall University , Huntington , West Virginia 25755 , United States.",31850745,-82.4268836,38.4090996,United States,"1600 Medical Center Dr, Huntington, Wv 25701, Usa"
"Department Of Pharmaceutical Sciences And Computational Chemical Genomics Screening Center, School Of Pharmacy , University Of Pittsburgh , Pittsburgh , Pennsylvania 15261 , United States.",31850745,-79.9628895,40.4426619,United States,"3501 Terrace St, Pittsburgh, Pa 15213, Usa"
"Nida National Center Of Excellence For Computational Drug Abuse Research , University Of Pittsburgh , Pittsburgh , Pennsylvania 15261 , United States.",31850745,-79.960835,40.4443533,United States,"4200 Fifth Ave, Pittsburgh, Pa 15260, Usa"
"Drug Discovery Institute , University Of Pittsburgh , Pittsburgh , Pennsylvania 15261 , United States.",31850745,-79.960835,40.4443533,United States,"4200 Fifth Ave, Pittsburgh, Pa 15260, Usa"
"Department Of Pharmacology , University Of Cambridge , Tennis Court Road , Cambridge Cb2 1tn , United Kingdom.",31850745,0.1226376,52.1993354,United Kingdom,"Tennis Ct Rd, Cambridge Cb2 1pd, Uk"
"Idibe: Instituto De Investigación, Desarrollo E Innovación En Biotecnología Sanitaria De Elche , Universitas Miguel Hernández , 03202 Elche , Spain.",31850745,-0.6839758,38.274814,Spain,"Avinguda De La Universitat D'elx, S/N, 03202 Elche, Alicante, Spain"
"The School Of Molecular Sciences , Arizona State University , Tempe , Arizona 85287 , United States.",31850745,-111.9320347,33.4212825,United States,"551 E University Dr, Tempe, Az 85281, Usa"
"The Virginia G. Piper Center For Personalized Diagnostics, Biodesign Institute , Arizona State University , Tempe , Arizona 85281 , United States.",31850745,-111.9330361,33.4205345,United States,"450 E Tyler Mall, Tempe, Az 85281, Usa"
"The Magnetic Resonance Research Center , Arizona State University , Tempe , Arizona 85287 , United States.",31850745,-111.9311925,33.418294,United States,"Tempe, Az 85287, Usa"
"Department Of Microbiology, Immunology, And Cell Biology, West Virginia University, Morgantown, Wv, United States.",31849962,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
"Bioinformatics Core, West Virginia University, Morgantown, Wv, United States.",31849962,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
"Department Of Neuroscience, West Virginia University, Morgantown, Wv, United States.",31849962,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
"Rockefeller Neuroscience Institute, West Virginia University, Morgantown, Wv, United States.",31849962,-79.9600936,39.6533033,United States,"33 Medical Center Dr, Morgantown, Wv 26505, Usa"
"Department Of Medical Oncology, Levine Cancer Institute, Atrium Health, Charlotte, North Carolina, Usa.",31848314,-80.8381423,35.2062281,United States,"1021 Morehead Medical Dr, Charlotte, Nc 28204, Usa"
"Division Of Medical Oncology, Norris Comprehensive Cancer Center, Keck School Of Medicine, University Of Southern California, Los Angeles, California, Usa.",31848314,-118.2048393,34.0613426,United States,"1441 Eastlake Ave, Los Angeles, Ca 90033, Usa"
"West Virginia University Cancer Institute, Morgantown, West Virginia, Usa.",31848314,-79.9584371,39.6539232,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"Medical Oncology Unit 1, Irccs Ospedale Policlinico San Martino, University Of Genoa, Italy.",31848314,8.9696536,44.4079103,Italy,"Largo Rosanna Benzi, 10, 16132 Genova Ge, Italy"
"Department Of Oncology, Karmanos Cancer Institute, Wayne State University, Detroit, Michigan, Usa.",31848314,-83.05730550000001,42.3521598,United States,"4100 John R St, Detroit, Mi 48201, Usa"
"Caris Life Sciences, Phoenix, Arizona, Usa.",31848314,-111.9878164,33.4053099,United States,"4610 S 44th Pl, Phoenix, Az 85040, Usa"
"University Of California At San Francisco, San Francisco, California, Usa.",31848314,-122.4401581,37.7854795,United States,"1701 Divisadero St, San Francisco, Ca 94115, Usa"
"The Ruesch Center And Georgetown Lombardi Comprehensive Cancer Center, Washington, Dc, Usa.",31848314,-77.07591819999999,38.9109602,United States,"Washington, Dc 20007, Usa"
"West Cancer Center, Germantown, Tennessee, Usa.",31848314,-89.8122116,35.1145727,United States,"7495 Wolf River Blvd #280, Germantown, Tn 38138, Usa"
"Department Of Epidemiology, School Of Public Health, Wv University Health Sciences Center, Morgantown, Wv, Usa. Wakoech@Mix.wvu.edu.",31842827,-79.9581007,39.654813,United States,"Morgantown, Wv 26506, Usa"
"Department Of Biostatistics, School Of Public Health, Wv University Health Sciences Center, Morgantown, Wv, Usa.",31842827,-79.9581007,39.654813,United States,"Morgantown, Wv 26506, Usa"
"Department Of Epidemiology, West Virginia University, Morgantown, Wv, Usa.",31841043,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
"Department Of Community Health, The University Of Texas Health Science Center At Tyler, Tyler, Tx, Usa.",31841043,-95.21344549999999,32.4257364,United States,"11937 Us-271, Tyler, Tx 75708, Usa"
"Department Of Radiation Oncology, West Virginia University, Morgantown, West Virginia.",31836075,-79.9573549,39.6534151,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"Department Of Radiation Oncology, West Virginia University, Morgantown, West Virginia. Electronic Address: Jvargo@Hsc.wvu.edu.",31836075,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
"Department Of Microbiology, Immunology, And Cell Biology, School Of Medicine, Center For Basic And Translational Stroke Research, Rockefeller Neuroscience Institute, West Virginia University, Morgantown, Wv, Usa.",31827139,-79.9600936,39.6533033,United States,"33 Medical Center Dr, Morgantown, Wv 26505, Usa"
"Department Of Neuroscience, School Of Medicine, Center For Basic And Translational Stroke Research, Rockefeller Neuroscience Institute, West Virginia University, Morgantown, Wv, Usa.",31827139,-79.9600936,39.6533033,United States,"33 Medical Center Dr, Morgantown, Wv 26505, Usa"
"Department Of Physiology And Pharmacology, School Of Medicine, Center For Basic And Translational Stroke Research, Rockefeller Neuroscience Institute, West Virginia University, Morgantown, Wv, Usa.",31827139,-79.9600936,39.6533033,United States,"33 Medical Center Dr, Morgantown, Wv 26505, Usa"
"Department Of Pharmaceutical Sciences, School Of Pharmacy, Center For Basic And Translational Stroke Research, Rockefeller Neuroscience Institute, West Virginia University, Morgantown, Wv, Usa.",31827139,-79.9600936,39.6533033,United States,"33 Medical Center Dr, Morgantown, Wv 26505, Usa"
"Sanford-Burnham Prebys Medical Discovery Institute, La Jolla, Ca, Usa.",31827139,-117.2419828,32.9014195,United States,"10901 N Torrey Pines Rd, La Jolla, Ca 92037, Usa"
"Department Of Microbiology, Immunology, And Cell Biology, School Of Medicine, Center For Basic And Translational Stroke Research, Rockefeller Neuroscience Institute, West Virginia University, Morgantown, Wv, Usa. Cdbrown2@Hsc.wvu.edu.",31827139,-79.9600936,39.6533033,United States,"33 Medical Center Dr, Morgantown, Wv 26505, Usa"
"Department Of Neuroscience, School Of Medicine, Center For Basic And Translational Stroke Research, Rockefeller Neuroscience Institute, West Virginia University, Morgantown, Wv, Usa. Cdbrown2@Hsc.wvu.edu.",31827139,-79.9600936,39.6533033,United States,"33 Medical Center Dr, Morgantown, Wv 26505, Usa"
"Department Of Family And Community Health, West Virginia University School Of Nursing, Morgantown, Wv 26506, United States Of America. Electronic Address: Swalters@Hsc.wvu.edu.",31822377,-79.9581007,39.654813,United States,"Morgantown, Wv 26506, Usa"
"Adelphi University College Of Nursing And Public Health, Garden City, Ny 11530, United States Of America. Electronic Address: Rdparker@Adelphi.edu.",31822377,-73.6522537,40.7198865,United States,"1 South Ave, Garden City, Ny 11530, Usa"
"Department Of Family And Community Health, West Virginia University School Of Nursing, Morgantown, Wv 26506, United States Of America. Electronic Address: Kesheng.wang@Hsc.wvu.edu.",31822377,-79.9581012,39.6548131,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"West Virginia University School Of Public Health, Morgantown, Wv 26506, United States Of America. Electronic Address: Zheng.dai@Hsc.wvu.edu.",31822377,-79.9580682,39.6549175,United States,"1 Medical Center Dr #1000, Morgantown, Wv 26506, Usa"
"West Virginia University School Of Public Health, Morgantown, Wv 26506, United States Of America. Electronic Address: Mrstarcher@Hsc.wvu.edu.",31822377,-79.9580682,39.6549175,United States,"1 Medical Center Dr #1000, Morgantown, Wv 26506, Usa"
"Department Of Internal Medicine, John H. Stroger Jr. Hospital Of Cook County, Chicago, Il (M.s.k., N.y.).",31822121,-87.67369,41.8728476,United States,"1969 Ogden Ave, Chicago, Il 60612, Usa"
"Department Of Internal Medicine, Dow University Of Health Sciences, Karachi, Pakistan (R.k.o., A.s., M.s.u.).",31822121,67.0109015,24.8576745,Pakistan,"Mission Rd, New Labour Colony Nanakwara, Karachi, Karachi City, Sindh 74200, Pakistan"
"Department Of Internal Medicine, West Virginia University (S.u.k.).",31822121,-79.9581012,39.6548131,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"Evidence-Based Practice Center, Mayo Clinic, Rochester, Mn (M.h.m.).",31822121,-92.453953,44.0531588,United States,"2720 N Broadway Ave, Rochester, Mn 55906, Usa"
"Baptist Medical Center, Louisville, Ky (J.m.).",31822121,-85.6391386,38.2379192,United States,"4000 Kresge Way, Louisville, Ky 40207, Usa"
"Division Of Cardiology, Rush University Medical Center, Chicago, Il (R.d.).",31822121,-87.6700558,41.8729042,United States,"1725 W Harrison St Suite 1159, Chicago, Il 60612, Usa"
"Department Of Cardiovascular Medicine, Duke University Health System, Durham, Nc (R.a.k.).",31822121,-78.9382286,36.0014258,United States,"Durham, Nc 27708, Usa"
"Division Of Cardiology, West Virginia University School Of Medicine, Morgantown, West Virginia.",31812228,-79.9581012,39.6548131,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"Knight Cardiovascular Institute, Oregon Health &Amp; Science University, Portland, Oregon.",31812228,-122.6713122,45.498288,United States,"3303, Center For Health & Healing Building, 1 S Bond Ave 9th Floor, Portland, Or 97239, Usa"
"Department Of Cardiovascular Diseases, Mayo Clinic School Of Medicine, Rochester, Minnesota. Electronic Address: Alkhouli.mohamad@Mayo.edu.",31812228,-92.4667509,44.0226729,United States,"200 1st St Sw, Rochester, Mn 55905, Usa"
"Channing Division Of Network Medicine, Department Of Medicine, Brigham And Women's Hospital, Boston, Massachusetts; Department Of Epidemiology, Harvard T.h. Chan School Of Public Health, Boston, Massachusetts.",31811950,-71.1074884,42.3361091,United States,"75 Francis St, Boston, Ma 02115, Usa"
"Fred Hutchinson Cancer Research Center, Seattle, Washington.",31811950,-122.3314858,47.6272634,United States,"1100 Fairview Ave N, Seattle, Wa 98109, Usa"
"Fred Hutchinson Cancer Research Center, Seattle, Washington; University Of Washington, Seattle, Washington.",31811950,-122.3314858,47.6272634,United States,"1100 Fairview Ave N, Seattle, Wa 98109, Usa"
"Department Of Epidemiology, Harvard T.h. Chan School Of Public Health, Boston, Massachusetts; Clinical And Translational Epidemiology Unit, Department Of Medicine, Massachusetts General Hospital, Boston, Massachusetts; Department Of Nutrition, Harvard T.h. Chan School Of Public Health, Boston, Massachusetts; Division Of Gastroenterology, Department Of Medicine, Massachusetts General Hospital, Boston, Massachusetts.",31811950,-71.1022265,42.3355027,United States,"677 Huntington Ave, Boston, Ma 02115, Usa"
"Clinical And Translational Epidemiology Unit, Department Of Medicine, Massachusetts General Hospital, Boston, Massachusetts.",31811950,-71.062108,42.3605473,United States,"100 Cambridge St, Boston, Ma 02108, Usa"
"Department Of Health Science Research, Mayo Clinic, Rochester, Minnesota.",31811950,-92.4669826,44.0212553,United States,"226 2nd St Sw, Rochester, Mn 55905, Usa"
"University Of Florida, Gainesville, Florida; Nrg Oncology, Pittsburgh, Pennsylvania.",31811950,-82.3549302,29.6436325,United States,"Gainesville, Fl 32611, Usa"
"Nrg Oncology, Pittsburgh, Pennsylvania; Southeast Clinical Oncology Research (Scor) Consortium Ncorp, Winston-Salem, North Carolina.",31811950,-80.2789099,36.0969766,United States,"2150 Country Club Rd, Winston-Salem, Nc 27104, Usa"
"Nrg Oncology, Pittsburgh, Pennsylvania; University Of Pittsburgh, Pittsburgh, Pennsylvania.",31811950,-79.9427072,40.4552823,United States,"5115 Centre Ave, Pittsburgh, Pa 15232, Usa"
"Nrg Oncology, Pittsburgh, Pennsylvania; West Virginia University Cancer Institute, Morgantown, West Virginia.",31811950,-79.9584371,39.6539232,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"Lehigh Valley Hospital-Cedar Crest, Allentown, Pennsylvania.",31811950,-75.5241629,40.5667553,United States,"1200 S Cedar Crest Blvd, Allentown, Pa 18103, Usa"
"Department Of Health Science Research, Mayo Clinic, Rochester, Minnesota; Alliance Statistics And Data Center, Mayo Clinic, Rochester, Minnesota.",31811950,-92.46688329999999,44.0226255,United States,"200 1st St Sw, Rochester, Mn 55905, Usa"
"Nrg Oncology, Pittsburgh, Pennsylvania; Allegheny Health Network Cancer Institute, Pittsburgh, Pennsylvania.",31811950,-79.9467591,40.4608578,United States,"4815 Liberty Ave Suite 340, Pittsburgh, Pa 15224, Usa"
"Channing Division Of Network Medicine, Department Of Medicine, Brigham And Women's Hospital, Boston, Massachusetts; Department Of Epidemiology, Harvard T.h. Chan School Of Public Health, Boston, Massachusetts; Clinical And Translational Epidemiology Unit, Department Of Medicine, Massachusetts General Hospital, Boston, Massachusetts; Division Of Gastroenterology, Department Of Medicine, Massachusetts General Hospital, Boston, Massachusetts. Electronic Address: Achan@Mgh.harvard.edu.",31811950,-71.1074884,42.3361091,United States,"75 Francis St, Boston, Ma 02115, Usa"
"Department Of Pharmaceutical Systems And Policy, West Virginia University School Of Pharmacy, Robert C. Byrd Health Sciences Center [North], P.o. Box 9510, Morgantown, Wv, 26506-9510, Usa. Ns0067@Mix.wvu.edu.",31811581,-79.9581012,39.6548131,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"Department Of Pharmaceutical Systems And Policy, West Virginia University School Of Pharmacy, Robert C. Byrd Health Sciences Center [North], P.o. Box 9510, Morgantown, Wv, 26506-9510, Usa.",31811581,-79.9582192,39.655109,United States,"Robert C. Bryd Health Sciences Center, 5706 Health Sciences Ctr S, Morgantown, Wv 26506, Usa"
"Department Of Medicine, West Virginia University, Morgantown, West Virginia. Electronic Address: Ziaulislam87@Gmail.com.",31784052,-79.9581012,39.6548131,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"Division Of Cardiovascular Medicine, West Virginia University Heart &Amp; Vascular Institute, Morgantown, West Virginia.",31784052,-79.9574781,39.6534472,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"Department Of Medicine, West Virginia University, Morgantown, West Virginia.",31784052,-79.9574781,39.6534472,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"Obstetrics And Gynecology Department, West Virginia University, Morgantown, West Virginia, Usa.",31781474,-79.9574781,39.6534472,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"Department Of Neuroscience, West Virginia University Health Science Center, Morgantown, Wv 26506, Usa. Electronic Address: Dnwafor@Mix.wvu.edu.",31778743,-79.9580682,39.6549175,United States,"1 Medical Center Dr #1000, Morgantown, Wv 26506, Usa"
"Department Of Microbiology, Immunology, And Cell Biology, School Of Medicine, West Virginia University Health Science Center, Morgantown, Wv 26506, Usa.",31778743,-79.9581012,39.6548131,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"Department Of Microbiology, Immunology, And Cell Biology, School Of Medicine, West Virginia University Health Science Center, Morgantown, Wv 26506, Usa. Electronic Address: Alb0037@Mix.wvu.edu.",31778743,-79.9581012,39.6548131,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"Wilmer Eye Institute, John Hopkins University School Of Medicine, Baltimore, Md 21231, Usa. Electronic Address: Sjun6@Jhmi.edu.",31778743,-76.59304259999999,39.2965654,United States,"600 N Wolfe St, Baltimore, Md 21287, Usa"
"Department Of Microbiology, Immunology, And Cell Biology, School Of Medicine, West Virginia University Health Science Center, Morgantown, Wv 26506, Usa. Electronic Address: Cag0030@Mix.wvu.edu.",31778743,-79.9581012,39.6548131,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"Department Of Neuroscience, West Virginia University Health Science Center, Morgantown, Wv 26506, Usa. Electronic Address: Wgwang@Hsc.wvu.edu.",31778743,-79.9580682,39.6549175,United States,"1 Medical Center Dr #1000, Morgantown, Wv 26506, Usa"
"Department Of Neuroscience, West Virginia University Health Science Center, Morgantown, Wv 26506, Usa. Electronic Address: Elengler@Hsc.wvu.edu.",31778743,-79.9580682,39.6549175,United States,"1 Medical Center Dr #1000, Morgantown, Wv 26506, Usa"
"Department Of Neuroscience, West Virginia University Health Science Center, Morgantown, Wv 26506, Usa; Cancer Institute, West Virginia University Health Science Center, Morgantown, Wv 26506, Usa. Electronic Address: Duaa.dakhlallah@Hsc.wvu.edu.",31778743,-79.9584371,39.6539232,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"Sanford-Burnham Prebys Medical Discovery Institute, La Jolla, Ca 92037, Usa. Electronic Address: Apinkerton@Sbpdiscovery.org.",31778743,-117.2419828,32.9014195,United States,"10901 N Torrey Pines Rd, La Jolla, Ca 92037, Usa"
"Sanford-Burnham Prebys Medical Discovery Institute, La Jolla, Ca 92037, Usa. Electronic Address: Millan@Sbpdiscovery.org.",31778743,-117.2419828,32.9014195,United States,"10901 N Torrey Pines Rd, La Jolla, Ca 92037, Usa"
"Department Of Neuroscience, West Virginia University Health Science Center, Morgantown, Wv 26506, Usa.",31778743,-79.9580682,39.6549175,United States,"1 Medical Center Dr #1000, Morgantown, Wv 26506, Usa"
"Department Of Neuroscience, West Virginia University Health Science Center, Morgantown, Wv 26506, Usa; Department Of Microbiology, Immunology, And Cell Biology, School Of Medicine, West Virginia University Health Science Center, Morgantown, Wv 26506, Usa. Electronic Address: Cdbrown2@Hsc.wvu.edu.",31778743,-79.9580682,39.6549175,United States,"1 Medical Center Dr #1000, Morgantown, Wv 26506, Usa"
"Department Of Internal Medicine, Raleigh General Hospital, West Virginia University, Wv, Usa.",31772521,-81.20177629999999,37.7880211,United States,"1710 Harper Rd, Beckley, Wv 25801, Usa"
"Department Of Internal Medicine, Civil Hospital, Dow University, Karachi, Pakistan.",31772521,67.0109015,24.8576745,Pakistan,"Mission Rd, New Labour Colony Nanakwara, Karachi, Karachi City, Sindh 74200, Pakistan"
"Department Of Internal Medicine, John H Stroger Jr. Hospital Of Cook County, Chicago, Il, Usa.",31772521,-87.67369,41.8728476,United States,"1969 Ogden Ave, Chicago, Il 60612, Usa"
"Department Of Internal Medicine, West Virginia University, Wv, Usa.",31772521,-79.9581012,39.6548131,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"Division Of Cardiology, Westchester Medical Center, Valhalla, Ny, Usa.",31772521,-73.8060649,41.086676,United States,"100 Woods Rd Ground Floor, N013, Valhalla, Ny 10595, Usa"
"Division Of Cardiology, Rush University Medical Center, Chicago, Il, Usa.",31772521,-87.6674637,41.8747917,United States,"1620 W Harrison St, Chicago, Il 60612, Usa"
"Division Of Cardiology, West Virginia University, Morgantown, Wv, Usa.",31772521,-79.9574781,39.6534472,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"Department Of Clinical And Translational Sciences, Marshall University, Huntington, Wv, Usa.",31769840,-82.42641449999999,38.4235252,United States,"1 John Marshall Dr, Huntington, Wv 25755, Usa"
"Division Of Cardiovascular Disease, West Virginia University, Morgantown, Wv, United States Of America; Section Of Cardiology, Carilion Clinic, Virginia Tech-Carilion School Of Medicine, Roanoke, Va, United States Of America. Electronic Address: Ali.hamaamin@Gmail.com.",31767522,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
"Division Of Cardiovascular Disease, West Virginia University, Morgantown, Wv, United States Of America.",31767522,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
"Division Of Cardiovascular Disease, West Virginia University, Morgantown, Wv, United States Of America; Department Of Cardiology, Mayo Clinic School Of Medicine, Rochester, Mn, United States Of America.",31767522,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
"Section Of Hematology/Oncology, Department Of Medicine, West Virginia University School Of Medicine, Morgantown, West Virginia, Usa.",31762748,-79.9581012,39.6548131,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"Department Of Radiation Oncology, Wvu Cancer Institute, West Virginia University, Morgantown, West Virginia, Usa.",31762748,-79.9584371,39.6539232,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"Wvu Cancer Institute, West Virginia University, Morgantown, West Virginia, Usa.",31762748,-79.9584371,39.6539232,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"West Virginia Clinical And Translational Science Institute, Morgantown, West Virginia, Usa.",31762748,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
"Section Of Molecular Pathology, Department Of Pathology, West Virginia University School Of Medicine, Morgantown, West Virginia, Usa.",31762748,-79.9573549,39.6534151,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"Penn State Cancer Institute, Penn State Health Milton S. Hershey Medical Center, Penn State University, Hershey, Pennsylvania, Usa.",31762748,-76.674595299999993,40.2643934,United States,"500 University Dr, Hershey, Pa 17033, Usa"
"Department Of Medicine, University Of Pittsburgh School Of Medicine (Ea Mcguier), Pittsburgh, Pa. Electronic Address: Millerea3@Upmc.edu.",31760174,-79.9613241,40.4431287,United States,"3550 Terrace St, Pittsburgh, Pa 15213, Usa"
"Department Of Psychiatry, University Of Pittsburgh School Of Medicine (Dj Kolko), Pittsburgh, Pa.",31760174,-79.9613241,40.4431287,United States,"3550 Terrace St, Pittsburgh, Pa 15213, Usa"
"Department Of Psychology, The Pennsylvania State University (Ka Ramsook), State College, Pa.",31760174,-77.8599084,40.7982133,United States,"State College, Pa 16801, Usa"
"Montefiore Medical Center (As Huh), Bronx, Ny.",31760174,-73.88004099999999,40.8804291,United States,"111 E 210th St, The Bronx, Ny 10467, Usa"
"Department Of Psychology And Sociology, Texas A&Amp;M University Corpus Christi (Ov Rerkout), Corpus Christi, Tex.",31760174,-97.88022269999999,27.5234292,United States,"700 University Blvd, Kingsville, Tx 78363, Usa"
"West Virginia University And The Rockefeller Neuroscience Institute (Jv Campo), Morgantown, Wv.",31760174,-79.9600936,39.6533033,United States,"33 Medical Center Dr, Morgantown, Wv 26505, Usa"
"Department Of Animal And Food Science, West Virginia University, Morgantown, Wv 26505, Usa.",31757057,-79.9700647,39.6457582,United States,"Morgantown, Wv 26505, Usa"
"School Of Public Health, University Of Alabama, Birmingham, Al, 35487, Usa.",31757057,-86.80390159999999,33.5019303,United States,"1665 University Blvd, Birmingham, Al 35233, Usa"
"Wvu Family Practice, Department Of Family Medicine, Morgantown, Wv 26501, Usa.",31757057,-79.9583536,39.6527399,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"Valley Health System, Department Of Family Medicine, Huntington, Wv 25701, Usa.",31757057,-82.4288693,38.4104277,United States,"1301 Hal Greer Boulevard, Huntington, Wv 25701, Usa"
